domicilio_id;numero_residentes;banheiros;quartos;veiculos;bicicletas;motos;tipo_imovel;renda;condicao_moradia;agua_encanada;rua_pavimentada;vaga_propria_estacionamento;ano_veiculo_mais_recente;empregados_domesticos;tv_cabo;recebe_bolsa_familia;fexp_domicilio;macrozona;regiao_administrativa
13356;2;6;4;2;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;49,3655;211;Núcleo Bandeirante
13357;5;2;3;3;1;0;Casa de Alvenaria;De R$ 17.600,00 a R$ 22.000,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;42,4973;211;Núcleo Bandeirante
13358;3;1;2;1;0;0;Apartamento;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;73,7802;332;Riacho Fundo II
13359;5;1;1;0;3;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Sim;75,9561;332;Riacho Fundo II
13360;3;1;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;73,7802;332;Riacho Fundo II
13361;4;1;2;1;2;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Sim;87,9432;332;Riacho Fundo II
13362;5;1;2;1;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;75,9561;332;Riacho Fundo II
13363;3;1;4;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;73,7802;332;Riacho Fundo II
13386;4;3;4;3;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;40,0985;251;Park Way
13388;2;1;3;1;0;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2010 a 2013;Não Possui;Não Possui;Não;37,6225;133;Cruzeiro
13389;2;1;2;1;1;0;Apartamento;De R$ 17.600,00 a R$ 22.000,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;37,6225;133;Cruzeiro
13390;2;1;2;1;0;0;Apartamento;De R$ 17.600,00 a R$ 22.000,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;37,6225;133;Cruzeiro
13391;1;1;2;1;0;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2010 a 2013;Sim, Diarista;Possui;Não;40,5075;133;Cruzeiro
13392;3;2;3;1;2;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Funcional;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2010 a 2013;Não Possui;Possui;Não;37,7015;133;Cruzeiro
13393;3;1;2;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;58,8898;363;Recanto das Emas
13394;2;1;2;0;0;0;Casa de Alvenaria;Até R$ 440,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;42,5197;363;Recanto das Emas
13395;2;3;2;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;42,5197;363;Recanto das Emas
13396;2;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;42,5197;363;Recanto das Emas
13397;5;3;3;2;2;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;65,9055;363;Recanto das Emas
13398;1;1;1;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;37,6299;363;Recanto das Emas
13399;4;1;3;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;43,285;363;Recanto das Emas
13400;3;1;1;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Sim;58,8898;363;Recanto das Emas
13401;2;1;2;0;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;42,5197;363;Recanto das Emas
13402;2;1;1;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;42,5197;363;Recanto das Emas
13433;5;3;3;1;0;1;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Sim, Diarista;Possui;Não;60,6994;363;Recanto das Emas
13436;5;2;3;1;2;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Não Possui;Não;60,6994;363;Recanto das Emas
13438;4;2;3;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;36,511;363;Recanto das Emas
13440;4;1;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;36,511;363;Recanto das Emas
13444;5;1;2;1;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1990 a 1994;Não Possui;Possui;Não;60,6994;363;Recanto das Emas
13446;5;1;1;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;60,6994;363;Recanto das Emas
13448;4;2;2;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;36,511;363;Recanto das Emas
13454;3;1;1;0;2;0;Alvenaria Inacabada;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Sim;40,5737;363;Recanto das Emas
13456;4;1;2;0;1;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;36,511;363;Recanto das Emas
13459;9;7;7;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;62,9849;363;Recanto das Emas
13461;3;2;2;0;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;40,5737;363;Recanto das Emas
13465;2;2;3;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;43,8938;363;Recanto das Emas
13469;4;1;3;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;36,511;363;Recanto das Emas
13471;2;1;1;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Sim;46,181;345;Ceilândia
13472;3;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;60,6315;345;Ceilândia
13473;7;1;3;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;77,0201;345;Ceilândia
13474;3;1;2;0;0;1;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;60,6315;345;Ceilândia
13475;3;3;3;2;0;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;60,6315;345;Ceilândia
13476;3;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;60,6315;345;Ceilândia
13489;4;2;3;2;4;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Mensalista;Possui;Não;45,4922;315;Taguatinga
13490;3;2;3;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;37,2258;315;Taguatinga
13491;4;1;3;2;3;1;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;45,4922;315;Taguatinga
13498;5;1;1;0;0;1;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;53,2166;133;Cruzeiro
13499;3;1;1;0;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;37,7015;133;Cruzeiro
13500;2;3;3;2;0;0;Apartamento;De R$ 13.200,00 a R$ 17.600,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;37,6225;133;Cruzeiro
13501;3;5;4;2;5;1;Apartamento;De R$ 17.600,00 a R$ 22.000,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;37,7015;133;Cruzeiro
13502;7;6;6;4;1;0;Casa de Alvenaria;Acima de R$ 26.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Residente;Possui;Não;82,9456;133;Cruzeiro
13503;3;2;3;0;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Sim, Diarista;Possui;Não;37,7015;133;Cruzeiro
13521;1;2;3;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Sabe;Sim, Mensalista;Possui;Não;40,5075;133;Cruzeiro
13526;4;3;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;29,1831;312;Taguatinga
13527;4;4;3;4;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;29,1831;312;Taguatinga
13528;2;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;43,468;312;Taguatinga
13529;2;2;3;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Sim, Diarista;Possui;Não;43,468;312;Taguatinga
13530;2;2;4;2;0;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Não Possui;Não;43,468;312;Taguatinga
13531;4;1;2;0;2;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;29,1831;312;Taguatinga
13532;3;1;2;1;1;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;28,6493;312;Taguatinga
13533;3;2;3;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;28,6493;312;Taguatinga
13534;3;2;3;3;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;28,6493;312;Taguatinga
13535;3;2;4;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;28,6493;312;Taguatinga
13536;1;3;5;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;34,1434;312;Taguatinga
13555;5;3;4;3;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;43,6514;414;Gama
13565;3;1;3;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;44,3567;414;Gama
13567;5;3;4;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;43,6514;414;Gama
13569;4;2;3;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;52,3694;414;Gama
13571;3;2;2;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;44,3567;414;Gama
13573;4;1;2;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;52,3694;414;Gama
13575;4;2;3;2;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;52,3694;414;Gama
13577;3;2;3;1;1;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;44,3567;414;Gama
13579;2;2;3;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;53,3517;414;Gama
13581;5;2;3;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;43,6514;414;Gama
13583;6;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Sim;46,3957;413;Gama
13584;5;1;3;2;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;54,0171;413;Gama
13585;5;1;3;0;1;1;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;54,0171;413;Gama
13586;5;2;4;0;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;54,0171;413;Gama
13587;5;1;2;0;1;0;Alvenaria Inacabada;De R$ 880,00 a R$ 1.760,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;54,0171;413;Gama
13588;3;2;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;46,2333;413;Gama
13590;7;3;6;1;2;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Possui;Não;46,3957;413;Gama
13603;5;3;4;3;2;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;41,9423;412;Gama
13604;4;2;3;4;2;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;56,8828;412;Gama
13605;4;2;3;1;2;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2000 a 2004;Sim, Diarista;Possui;Não;56,8828;412;Gama
13607;2;1;2;0;1;0;Apartamento;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;51,5861;412;Gama
13608;4;3;4;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;56,8828;412;Gama
13609;4;2;4;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;56,8828;412;Gama
13610;4;2;3;2;2;2;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;56,8828;412;Gama
13611;3;2;2;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;42,0604;412;Gama
13612;5;1;2;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;41,9423;412;Gama
13613;6;1;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;58,8793;412;Gama
13639;3;2;3;1;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;47,18;364;Recanto das Emas
13640;4;1;3;1;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;48,9114;364;Recanto das Emas
13641;4;1;2;1;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Sabe;Não Possui;Não Possui;Não;48,9114;364;Recanto das Emas
13642;6;2;2;1;0;1;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Sabe;Não Possui;Possui;Não;49,7543;364;Recanto das Emas
13643;3;1;2;1;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;47,18;364;Recanto das Emas
13644;2;1;2;1;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Sabe;Não Possui;Possui;Não;53,3564;364;Recanto das Emas
13645;3;1;2;0;1;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;47,18;364;Recanto das Emas
13646;4;1;2;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;48,9114;364;Recanto das Emas
13647;3;2;4;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;47,18;364;Recanto das Emas
13648;1;1;2;0;1;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;50,5516;364;Recanto das Emas
13664;3;1;2;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;40,5737;363;Recanto das Emas
13665;7;1;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;62,9849;363;Recanto das Emas
13666;3;2;2;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;40,5737;363;Recanto das Emas
13667;2;2;3;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;43,8938;363;Recanto das Emas
13668;4;1;1;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;36,511;363;Recanto das Emas
13669;4;3;4;1;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;36,511;363;Recanto das Emas
13670;3;1;3;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Possui;Não;40,5737;363;Recanto das Emas
13671;1;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;36,7811;363;Recanto das Emas
13672;4;1;2;2;2;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;36,511;363;Recanto das Emas
13673;3;2;2;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;40,5737;363;Recanto das Emas
13674;4;2;3;2;3;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;36,511;363;Recanto das Emas
13679;2;2;3;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;43,8938;363;Recanto das Emas
13702;5;2;2;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Sim, Diarista;Possui;Sim;41,9423;412;Gama
13703;2;2;3;0;2;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;51,5861;412;Gama
